Barcode,Plate ID,Well Name,column,row,MEASUREMENT SET ID,Total Nuclei (CountNuclei),labware barcode,Well,chemical_name,Annotation,Conc LOG[M],SMILES,Metadata_library
E13L458-0.5,602,B20,20,2,612,1468,4T640458,B20,Chlorpromazine hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,B21,21,2,612,1485,4T640458,B21,Chlorprothixene hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,B22,22,2,612,1745,4T640458,B22,Centrophenoxine hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,B23,23,2,612,1811,4T640458,B23,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,B24,24,2,612,1664,4T640458,B24,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,C01,1,3,612,1735,4T640458,C01,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,C02,2,3,612,1761,4T640458,C02,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,C03,3,3,612,1780,4T640458,C03,N-Phenylanthranilic acid,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C04,4,3,612,1632,4T640458,C04,L-2-aminoadipic acid,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C05,5,3,612,1501,4T640458,C05,GSK-650394,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C06,6,3,612,1878,4T640458,C06,OBAA,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C07,7,3,612,1751,4T640458,C07,Eptifibatide acetate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C08,8,3,612,1519,4T640458,C08,KT185,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C09,9,3,612,1735,4T640458,C09,Aminophylline ethylenediamine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C10,10,3,612,1757,4T640458,C10,L(-)-Norepinephrine bitartrate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C11,11,3,612,1722,4T640458,C11,"3""-Azido-3""-deoxythymidine",sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C12,12,3,612,1569,4T640458,C12,Paroxetine hydrochloride hemihydrate (MW = 374.83),sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C13,13,3,612,1593,4T640458,C13,YM 976,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C14,14,3,612,1666,4T640458,C14,VU0420373,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C15,15,3,612,1621,4T640458,C15,"5-(N,N-Dimethyl)amiloride hydrochloride",sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C16,16,3,612,1737,4T640458,C16,trans-(?)-ACPD,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C17,17,3,612,1595,4T640458,C17,(?)-2-Amino-5-phosphonopentanoic acid,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C18,18,3,612,1630,4T640458,C18,SKF-89145 hydrobromide,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C19,19,3,612,1813,4T640458,C19,Sodium Taurocholate hydrate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C20,20,3,612,2018,4T640458,C20,CCG-50014,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C21,21,3,612,1763,4T640458,C21,Tienilic acid,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C22,22,3,612,1944,4T640458,C22,SB 222200,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,C23,23,3,612,1994,4T640458,C23,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,C24,24,3,612,1865,4T640458,C24,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,D01,1,4,612,1631,4T640458,D01,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,D02,2,4,612,1911,4T640458,D02,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,D03,3,4,612,1754,4T640458,D03,(+)-Bromocriptine methanesulfonate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D04,4,4,612,1765,4T640458,D04,Tirapazamine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D05,5,4,612,1801,4T640458,D05,Betaine hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D06,6,4,612,1855,4T640458,D06,D-Cycloserine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D07,7,4,612,1542,4T640458,D07,SB 202190,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D08,8,4,612,1765,4T640458,D08,Chlorzoxazone,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D09,9,4,612,1619,4T640458,D09,Budesonide,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D10,10,4,612,1652,4T640458,D10,Chlorothiazide,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D11,11,4,612,1614,4T640458,D11,G15,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D12,12,4,612,1988,4T640458,D12,SB 204741,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D13,13,4,612,1698,4T640458,D13,WWL113,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D14,14,4,612,1873,4T640458,D14,GR 79236X,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D15,15,4,612,1909,4T640458,D15,B-HT 933 dihydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D16,16,4,612,1656,4T640458,D16,Cefaclor,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D17,17,4,612,1931,4T640458,D17,Talnetant,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D18,18,4,612,1788,4T640458,D18,Citalopram hydrobromide,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D19,19,4,612,1858,4T640458,D19,CGP-13501,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D20,20,4,612,1903,4T640458,D20,Cefsulodin sodium salt hydrate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D21,21,4,612,1859,4T640458,D21,Choline bromide,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D22,22,4,612,1770,4T640458,D22,Clemastine fumarate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,D23,23,4,612,1939,4T640458,D23,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,D24,24,4,612,1708,4T640458,D24,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,E01,1,5,612,1829,4T640458,E01,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,E02,2,5,612,1698,4T640458,E02,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,E03,3,5,612,1690,4T640458,E03,Atreleuton,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E04,4,5,612,1826,4T640458,E04,Rabeprazole sodium,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E05,5,5,612,1865,4T640458,E05,TMB-8 hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E06,6,5,612,1944,4T640458,E06,Allopurinol,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E07,7,5,612,1815,4T640458,E07,L-azetidine-2-carboxylic acid,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E08,8,5,612,1811,4T640458,E08,Aminoguanidine hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E09,9,5,612,1790,4T640458,E09,GNF-5,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E10,10,5,612,1709,4T640458,E10,"5-(N,N-hexamethylene)amiloride",sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E11,11,5,612,1803,4T640458,E11,Acetyl-beta-methylcholine chloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E12,12,5,612,2012,4T640458,E12,Antozoline hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E13,13,5,612,1834,4T640458,E13,KY-05009,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E14,14,5,612,1496,4T640458,E14,Aurora-A Inhibitor I,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E15,15,5,612,1806,4T640458,E15,Azathioprine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E16,16,5,612,1428,4T640458,E16,IKK-16 dihydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E17,17,5,612,2015,4T640458,E17,"L-732,138",sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E18,18,5,612,1736,4T640458,E18,cis-4-Aminocrotonic acid,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E19,19,5,612,1936,4T640458,E19,Amifostine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E20,20,5,612,1927,4T640458,E20,CBIQ,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E21,21,5,612,1845,4T640458,E21,Atropine methyl bromide,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E22,22,5,612,1105,4T640458,E22,Brequinar sodium salt hydrate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,E23,23,5,612,1636,4T640458,E23,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,E24,24,5,612,1442,4T640458,E24,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,F01,1,6,612,1732,4T640458,F01,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,F02,2,6,612,1884,4T640458,F02,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,F03,3,6,612,1949,4T640458,F03,O6-benzylguanine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F04,4,6,612,1913,4T640458,F04,(?)-Chlorpheniramine maleate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F05,5,6,612,1651,4T640458,F05,Betaine aldehyde chloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F06,6,6,612,1828,4T640458,F06,8-(4-Chlorophenylthio)-cAMP sodium,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F07,7,6,612,1581,4T640458,F07,Bay 11-7085,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F08,8,6,612,1898,4T640458,F08,L-Cysteinesulfinic Acid,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F09,9,6,612,1709,4T640458,F09,8-Bromo-cAMP sodium,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F10,10,6,612,2026,4T640458,F10,(+)-Chlorpheniramine maleate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F11,11,6,612,1935,4T640458,F11,Sorbinil,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F12,12,6,612,1894,4T640458,F12,Ceftriaxone sodium,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F13,13,6,612,2006,4T640458,F13,(?)-Bay K 8644,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F14,14,6,612,1676,4T640458,F14,Cefmetazole sodium,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F15,15,6,612,1657,4T640458,F15,(rac)-Butaclamol hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F16,16,6,612,1892,4T640458,F16,DL-Cycloserine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F17,17,6,612,1929,4T640458,F17,Carmustine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F18,18,6,612,1657,4T640458,F18,Clonidine hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F19,19,6,612,2010,4T640458,F19,ISRIB,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F20,20,6,612,1862,4T640458,F20,Caffeic acid phenethyl ester,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F21,21,6,612,1953,4T640458,F21,BTO-1,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F22,22,6,612,1699,4T640458,F22,Lumefantrine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,F23,23,6,612,2105,4T640458,F23,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,F24,24,6,612,1697,4T640458,F24,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,G01,1,7,612,1845,4T640458,G01,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,G02,2,7,612,1866,4T640458,G02,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,G03,3,7,612,1832,4T640458,G03,5-Aminovaleric acid hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G04,4,7,612,1995,4T640458,G04,Amiloride hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G05,5,7,612,2101,4T640458,G05,4-Aminopyridine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G06,6,7,612,2023,4T640458,G06,Amitriptyline hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G07,7,7,612,1960,4T640458,G07,p-Aminoclonidine hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G08,8,7,612,1968,4T640458,G08,BW 284c51,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G09,9,7,612,1970,4T640458,G09,Aminopterin,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G10,10,7,612,1723,4T640458,G10,Fulvestrant,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G11,11,7,612,1658,4T640458,G11,5-azacytidine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G12,12,7,612,1860,4T640458,G12,Aniracetam,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G13,13,7,612,1759,4T640458,G13,"9-Amino-1,2,3,4-tetrahydroacridine hydrochloride",sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G14,14,7,612,1871,4T640458,G14,Amoxapine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G15,15,7,612,1869,4T640458,G15,Acyclovir,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G16,16,7,612,1870,4T640458,G16,1-Amino-1-cyclohexanecarboxylic acid hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G17,17,7,612,1834,4T640458,G17,Acetylsalicylic acid,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G18,18,7,612,1802,4T640458,G18,N6-2-(4-Aminophenyl)ethyladenosine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G19,19,7,612,1838,4T640458,G19,Acetazolamide,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G20,20,7,612,1766,4T640458,G20,AIDA,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G21,21,7,612,1975,4T640458,G21,Indinavir sulfate salt hydrate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G22,22,7,612,1950,4T640458,G22,p-Benzoquinone,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,G23,23,7,612,1890,4T640458,G23,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,G24,24,7,612,1576,4T640458,G24,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,H01,1,8,612,1667,4T640458,H01,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,H02,2,8,612,1820,4T640458,H02,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,H03,3,8,612,1810,4T640458,H03,N-Bromoacetamide,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H04,4,8,612,1776,4T640458,H04,Cortisone 21-acetate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H05,5,8,612,2011,4T640458,H05,Benazoline oxalate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H06,6,8,612,1913,4T640458,H06,Calmidazolium chloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H07,7,8,612,1918,4T640458,H07,Betaxolol hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H08,8,8,612,1894,4T640458,H08,9-cyclopentyladenine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H09,9,8,612,1937,4T640458,H09,Benztropine mesylate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H10,10,8,612,1854,4T640458,H10,Cefazolin sodium,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H11,11,8,612,598,4T640458,H11,Gemcitabine hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H12,12,8,612,2114,4T640458,H12,L-798106,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H13,13,8,612,1862,4T640458,H13,Bromoacetylcholine bromide,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H14,14,8,612,2019,4T640458,H14,Clozapine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H15,15,8,612,2063,4T640458,H15,BRL 37344 sodium,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H16,16,8,612,1935,4T640458,H16,McN-A-343,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H17,17,8,612,1745,4T640458,H17,PK 11195,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H18,18,8,612,1944,4T640458,H18,Cefotaxime sodium,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H19,19,8,612,1965,4T640458,H19,L-Cycloserine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H20,20,8,612,1996,4T640458,H20,Imipenem monohydrate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H21,21,8,612,1569,4T640458,H21,CB 1954,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H22,22,8,612,1920,4T640458,H22,Pyrocatechol,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,H23,23,8,612,1935,4T640458,H23,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,H24,24,8,612,1798,4T640458,H24,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,I01,1,9,612,1572,4T640458,I01,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,I02,2,9,612,1724,4T640458,I02,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,I03,3,9,612,1884,4T640458,I03,(?)-Nipecotic acid,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I04,4,9,612,1887,4T640458,I04,(?)-Atenolol,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I05,5,9,612,1897,4T640458,I05,Atropine sulfate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I06,6,9,612,1719,4T640458,I06,Amiodarone hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I07,7,9,612,2032,4T640458,I07,Salirasib,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I08,8,9,612,1714,4T640458,I08,Adenosine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I09,9,9,612,1884,4T640458,I09,N-Acetyl-5-hydroxytryptamine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I10,10,9,612,1838,4T640458,I10,(?)-p-Aminoglutethimide,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I11,11,9,612,1724,4T640458,I11,5-(N-Ethyl-N-isopropyl)amiloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I12,12,9,612,1736,4T640458,I12,HEMADO,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I13,13,9,612,1801,4T640458,I13,10058-F4,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I14,14,9,612,1785,4T640458,I14,Aminobenztropine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I15,15,9,612,1956,4T640458,I15,Rivastigmine tartrate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I16,16,9,612,1710,4T640458,I16,Alaproclate hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I17,17,9,612,1844,4T640458,I17,Aconitine,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I18,18,9,612,1643,4T640458,I18,Opipramol dihydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I19,19,9,612,1835,4T640458,I19,Arecoline hydrobromide,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I20,20,9,612,1885,4T640458,I20,A-77636 hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I21,21,9,612,1871,4T640458,I21,Aminoguanidine hemisulfate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I22,22,9,612,1760,4T640458,I22,Pyr6,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,I23,23,9,612,1791,4T640458,I23,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,I24,24,9,612,1656,4T640458,I24,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,J01,1,10,612,1656,4T640458,J01,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,J02,2,10,612,1714,4T640458,J02,DMSO,neg,-7,N/A,LOPAC
E13L458-0.5,602,J03,3,10,612,1695,4T640458,J03,(?)-Brompheniramine maleate,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,J04,4,10,612,1882,4T640458,J04,Cephalosporin C zinc salt,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,J05,5,10,612,1873,4T640458,J05,BWB70C,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,J06,6,10,612,1945,4T640458,J06,GR 113808,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,J07,7,10,612,1868,4T640458,J07,Benzamidine hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,J08,8,10,612,1836,4T640458,J08,Cephalothin sodium,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,J09,9,10,612,1718,4T640458,J09,Ro 20-1724,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,J10,10,10,612,1779,4T640458,J10,Clemizole hydrochloride,sample,-6.301029996,N/A,LOPAC
E13L458-0.5,602,J11,11,10,612,1764,4T640458,J11,HI-TOPK-032,sample,-6.301029996,N/A,LOPAC
